2,41
1,40
1,39
2,39
3,39
2,38
3,38
1,37
2,36
4,35
3,35
4,34
3,34
5,34
6,33
5,33
6,32
8,32
7,32
9,32
9,31
11,31
13,31
13,30
14,29
17,29
16,28
17,28
18,28
20,27
20,26
21,26
21,25
24,25
24,24
23,23
25,22
24,22
26,21
25,21
24,20
26,20
26,19
26,17
26,16
24,16
25,16
26,15
24,14
25,14
25,13
27,12
26,11
25,10
24,9
26,9
24,8
26,8
23,7
24,7
26,7
24,6
23,6
26,6
29,6
32,6
35,6
39,7
41,7
42,8
43,9
47,9
48,12
48,13
48,15
47,16
47,10
45,10
40,8
39,8
37,7
36,7
33,7
31,6
28,6
21,6
19,5
17,5
15,5
16,6
15,6
15,7
13,8
11,8
10,8
7,9
5,9
3,9
