12,31
12,32
10,32
9,33
7,33
8,33
7,34
8,34
6,34
7,35
8,36
8,37
7,37
7,38
6,38
8,38
7,39
8,39
8,40
9,40
11,41
10,41
13,41
11,42
13,42
14,42
16,43
18,43
22,43
23,43
26,44
29,44
30,44
32,45
35,45
37,46
40,47
43,46
44,1
46,1
48,11
48,17
45,18
44,20
41,19
39,20
38,19
37,20
34,20
31,20
28,19
27,19
26,19
25,19
23,19
22,19
20,19
19,18
18,18
16,18
15,17
13,17
10,17
8,17
7,16
6,16
5,15
3,15
4,15
2,15
2,14
1,14
2,13
2,12
1,12
3,12
3,11
4,11
6,11
7,10
10,10
11,9
13,9
14,9
15,8
18,8
21,7
24,6
28,6
29,5
30,5
32,4
35,4
35,3
37,3
38,2
40,2
40,1
42,1
47,43
46,37
46,34
43,32
42,31
41,32
40,31
38,31
37,31
34,31
31,31
30,30
27,30
26,30
25,30
23,30
22,30
19,30
18,30
16,30
15,30
14,30
12,30
11,31
9,31
