48,10
45,10
44,10
43,10
41,10
40,10
39,10
37,10
35,10
34,10
33,10
30,10
29,10
27,10
26,10
25,10
24,10
23,10
21,10
20,10
19,10
18,10
16,10
15,10
14,10
13,10
12,10
10,10
9,10
8,10
7,10
6,10
5,10
4,10
5,11
7,12
8,13
9,14
11,16
12,16
14,17
15,19
16,20
18,20
20,22
21,22
22,23
23,23
25,24
26,25
27,25
29,26
30,27
31,28
32,28
33,29
34,30
36,31
38,32
39,33
40,33
41,34
42,34
43,35
43,36
44,36
45,36
46,36
46,37
47,37
48,37
47,38
45,39
42,39
40,39
38,39
36,39
33,39
32,39
29,39
27,39
26,39
25,39
22,39
21,39
20,39
18,39
16,39
14,39
13,39
10,39
8,39
7,39
6,39
5,39
3,39
2,39
1,39
