1,34
1,33
2,32
3,31
3,30
3,29
4,29
4,28
4,27
5,27
6,27
6,26
7,25
8,24
9,23
9,22
11,22
11,21
12,20
13,19
14,18
15,18
16,18
16,17
17,17
19,16
20,15
21,15
22,14
23,14
24,14
24,13
25,13
26,12
27,12
28,12
29,12
30,12
31,12
33,12
34,12
35,12
36,12
37,12
38,13
39,13
40,14
42,15
42,16
43,17
44,18
44,19
45,20
46,20
46,21
47,22
47,23
48,24
48,25
48,26
48,27
48,28
48,29
48,30
48,31
48,33
48,34
47,34
47,35
46,35
45,36
44,36
43,37
42,37
41,38
40,38
39,38
38,38
37,38
36,38
35,38
34,38
33,37
31,37
30,36
29,36
27,35
26,34
25,33
24,33
24,32
24,31
23,31
23,30
23,29
23,28
23,27
23,26
23,24
23,23
23,22
23,21
23,19
23,18
24,17
24,16
25,16
25,15
26,14
27,13
29,11
