0.57085,0.6868,1.0412
0.56924,0.69807,1.0573
0.56924,0.71095,1.0698
0.56602,0.71417,1.0819
0.56441,0.71739,1.0928
0.5628,0.72061,1.1025
0.55797,0.72544,1.1117
0.55475,0.72705,1.1211
0.55314,0.7351,1.1304
0.54509,0.74316,1.1406
0.54187,0.7496,1.1516
0.53865,0.75121,1.1617
0.53704,0.75926,1.1702
0.53382,0.76087,1.1765
0.53221,0.76731,1.182
0.52738,0.77053,1.1917
0.52254,0.77375,1.2017
0.51932,0.77536,1.2115
0.51449,0.78341,1.2223
0.51288,0.78502,1.2324
0.50805,0.78986,1.2427
0.50644,0.79308,1.2531
0.50322,0.79469,1.2632
0.49839,0.79791,1.2711
0.49678,0.79952,1.2774
0.49356,0.80113,1.2855
0.48873,0.80918,1.2949
0.48712,0.81079,1.3053
0.48229,0.81401,1.3165
0.48068,0.81401,1.3269
0.47262,0.81562,1.3379
0.47101,0.81562,1.3484
0.46618,0.81562,1.3593
0.46296,0.81562,1.3708
0.4533,0.81562,1.3815
0.44847,0.81562,1.393
0.44364,0.81562,1.4004
0.43881,0.81562,1.4077
0.42754,0.81562,1.4194
0.41948,0.81562,1.4366
0.41626,0.81562,1.4421
0.40982,0.8124,1.4488
0.40499,0.80596,1.4596
0.40016,0.80596,1.4708
0.39211,0.80113,1.482
0.38406,0.7963,1.4986
0.37923,0.79147,1.5104
0.37762,0.78986,1.5224
0.37118,0.78502,1.5354
0.36473,0.77697,1.547
0.36312,0.77697,1.559
0.36151,0.77375,1.5649
0.35829,0.77214,1.5736
0.35346,0.76731,1.5884
0.34702,0.76087,1.6005
0.34219,0.75443,1.6114
0.33897,0.75282,1.6236
0.33736,0.74638,1.6379
0.33736,0.74316,1.6509
0.33736,0.73994,1.6629
0.33736,0.73671,1.675
0.33736,0.73188,1.6808
0.33414,0.73027,1.6912
0.33414,0.72544,1.7042
0.33414,0.72061,1.7176
0.33414,0.71578,1.7299
0.33414,0.7029,1.7433
0.33414,0.69163,1.7567
0.33414,0.68196,1.77
0.33414,0.67713,1.7833
0.33414,0.66908,1.7969
0.33414,0.66425,1.8118
0.33414,0.65781,1.8254
0.33736,0.64976,1.8392
0.34702,0.6401,1.8529
0.36151,0.63043,1.8665
0.36795,0.6256,1.8797
0.38245,0.62077,1.893
0.38406,0.61755,1.9063
0.3905,0.61594,1.9124
0.39533,0.61272,1.9227
0.40499,0.60306,1.9371
0.41304,0.59823,1.9512
0.41787,0.5934,1.9652
0.42271,0.5934,1.9795
0.42593,0.5934,1.9944
0.4372,0.5934,2.0087
0.44203,0.5934,2.0224
0.44364,0.5934,2.0287
0.45169,0.5934,2.0394
0.45813,0.5934,2.0554
0.46296,0.5934,2.0721
0.46779,0.5934,2.0887
0.47262,0.5934,2.1046
0.47424,0.5934,2.1111
0.48712,0.59662,2.1214
0.49517,0.60145,2.1391
0.50805,0.61272,2.1557
0.51288,0.61594,2.169
0.51771,0.61916,2.1844
0.52093,0.62399,2.2005
0.52576,0.62721,2.2154
0.53382,0.6401,2.231
0.54187,0.65298,2.2464
0.5467,0.66264,2.2619
0.5467,0.66747,2.2771
0.54992,0.67552,2.2919
0.55314,0.68196,2.3078
0.55797,0.68841,2.3235
0.56119,0.69807,2.3399
0.56119,0.70773,2.3562
0.56119,0.71256,2.3716
0.56119,0.71578,2.3882
0.56119,0.71739,2.4038
0.56119,0.71739,2.6751
0.56119,0.71417,2.6922
0.56119,0.70612,2.7121
0.56119,0.69646,2.7284
0.56119,0.68035,2.7454
0.56119,0.67069,2.7615
0.56119,0.66586,2.7787
0.56119,0.65942,2.7954
0.56119,0.65781,2.8033
0.56119,0.64332,2.8138
0.56119,0.63366,2.83
0.56119,0.61111,2.8475
0.56119,0.59662,2.865
0.56119,0.58052,2.8828
0.56119,0.57407,2.8905
0.56119,0.56119,2.9019
0.56119,0.55153,2.9183
0.56119,0.53543,2.9359
0.56119,0.52738,2.9546
0.56119,0.52254,2.9621
0.56119,0.50966,2.9739
0.56119,0.49195,2.9893
0.56119,0.45491,3.0064
0.56119,0.43559,3.0232
0.56119,0.41787,3.0409
0.56119,0.40177,3.0588
0.55958,0.3905,3.0766
0.55958,0.38406,3.0942
0.55958,0.37923,3.1117
0.55958,0.36473,3.1303
0.55958,0.35346,3.1497
0.55958,0.34863,3.158
0.55958,0.34058,3.1742
0.55958,0.33414,3.1926
0.55958,0.3277,3.2102
