8,37
7,36
5,35
4,34
3,34
3,33
3,32
2,32
2,31
1,30
1,29
1,28
1,27
1,26
1,25
1,24
1,23
1,22
1,21
1,20
1,19
2,18
2,17
3,16
3,15
4,14
5,13
6,13
6,12
7,12
8,12
8,11
9,11
10,11
11,11
12,12
14,13
15,13
16,14
17,15
18,15
19,16
20,17
21,18
22,19
22,21
23,21
23,22
24,24
24,25
25,26
25,27
26,28
26,29
27,29
27,30
28,31
29,32
30,33
31,33
31,34
32,34
32,35
33,35
34,35
35,35
36,35
37,35
38,35
39,35
41,35
42,35
43,34
44,33
45,32
46,32
46,31
47,31
47,30
48,29
48,28
48,27
48,26
48,25
48,24
48,23
48,22
48,21
47,21
47,20
46,18
45,18
44,17
42,16
41,15
40,15
39,15
38,14
36,14
34,14
32,14
30,15
29,15
28,15
27,16
26,17
25,17
25,18
24,18
24,19
23,19
23,20
22,23
21,24
21,25
20,26
20,27
19,27
19,28
18,28
18,29
17,30
16,31
16,32
15,33
14,33
14,34
13,34
13,35
12,36
11,36
11,37
10,37
10,38
9,38
8,38
7,38
