3,8
8,8
9,8
10,7
13,7
14,7
15,6
17,6
19,5
20,5
21,4
23,3
24,2
24,1
24,1
23,47
22,46
22,45
21,45
21,44
19,44
18,43
17,43
16,43
15,42
12,42
11,42
10,42
9,41
7,41
6,41
5,41
11,41
13,41
15,41
20,40
21,41
25,41
28,40
31,40
33,41
38,40
40,40
42,40
43,41
47,44
48,15
46,13
43,15
40,16
38,17
37,16
34,17
32,17
28,17
25,17
22,17
21,17
19,17
17,17
15,17
14,17
13,17
11,17
10,16
9,17
7,17
6,16
6,17
8,17
12,18
15,19
17,19
19,20
22,21
23,21
24,23
25,24
25,25
24,26
24,27
23,27
22,28
20,29
18,30
17,30
13,31
11,31
9,31
8,32
7,32
4,32
2,32
1,32
